# WT DYNAMICS FOR DIFFERENT REPAIR MECHANISMS
# Q 2.5526
# s 0.637
# g 1.05
# k1 = [0.40 0.40]
# k2 = [0.09 0.14]
# k3 = [1000.00 0.32]
# t	P	D
42.7800	1.0000	0.7099	34.4532	0.9999	0.5845	.	.	.	.	.	.
42.7800	0.4425	0.5284	34.4539	1.0000	0.5846	.	.	.	.	.	.
42.8225	0.4501	0.5293	34.4539	1.0000	0.5846	.	.	.	.	.	.
43.0592	0.4929	0.5352	34.4539	0.4768	0.4351	.	.	.	.	.	.
43.4531	0.5657	0.5482	34.4951	0.4856	0.4365	.	.	.	.	.	.
43.8973	0.6488	0.5676	34.6910	0.5279	0.4436	.	.	.	.	.	.
44.4165	0.7446	0.5965	35.0015	0.5970	0.4576	.	.	.	.	.	.
44.9723	0.8403	0.6341	35.3556	0.6776	0.4775	.	.	.	.	.	.
45.5634	0.9280	0.6803	35.7895	0.7757	0.5079	.	.	.	.	.	.
46.1779	0.9965	0.7332	36.2652	0.8765	0.5489	.	.	.	.	.	.
46.2179	1.0000	0.7367	36.7800	0.9681	0.6015	.	.	.	.	.	.
46.2179	1.0000	0.7367	37.0084	1.0000	0.6274	.	.	.	.	.	.
46.2179	0.4351	0.5484	37.0084	1.0000	0.6274	.	.	.	.	.	.
46.2607	0.4426	0.5491	37.0084	0.4651	0.4670	.	.	.	.	.	.
46.4988	0.4843	0.5543	37.0502	0.4733	0.4683	.	.	.	.	.	.
46.8954	0.5551	0.5661	37.2518	0.5135	0.4751	.	.	.	.	.	.
47.3425	0.6356	0.5842	37.5732	0.5789	0.4885	.	.	.	.	.	.
47.8666	0.7280	0.6113	37.9417	0.6546	0.5080	.	.	.	.	.	.
48.4285	0.8202	0.6470	38.3948	0.7454	0.5380	.	.	.	.	.	.
49.0273	0.9046	0.6912	38.8921	0.8363	0.5783	.	.	.	.	.	.
49.6506	0.9707	0.7418	39.4282	0.9148	0.6298	.	.	.	.	.	.
50.0636	1.0000	0.7767	39.9840	0.9639	0.6906	.	.	.	.	.	.
50.0636	1.0000	0.7767	40.5592	0.9711	0.7590	.	.	.	.	.	.
50.0636	0.4242	0.5782	41.1580	0.9279	0.8329	.	.	.	.	.	.
50.1067	0.4314	0.5787	41.7941	0.8315	0.9101	.	.	.	.	.	.
50.3441	0.4712	0.5828	42.4285	0.6994	0.9817	.	.	.	.	.	.
50.7386	0.5382	0.5927	42.6021	0.6598	1.0000	.	.	.	.	.	.
51.1850	0.6140	0.6083	42.6021	0.6598	1.0000	.	.	.	.	.	.
51.7123	0.7013	0.6325	.	.	.	.	.	.	.	.	.
52.2800	0.7885	0.6649	.	.	.	.	.	.	.	.	.
52.8878	0.8687	0.7056	.	.	.	.	.	.	.	.	.
53.5222	0.9322	0.7527	.	.	.	.	.	.	.	.	.
